Name,Power,W/m2,Diameter,hub height [m],Noise @ 3m/s [dB],Noise @ 4m/s [dB],Noise @ 5m/s [dB],Noise @ 6m/s [dB],Noise @ 7m/s [dB],Noise @ 8m/s [dB],Noise @ 9m/s [dB],Noise @ 10m/s [dB],Noise @ 11m/s [dB],Noise @ 12m/s [dB],Valid,Company,Variant,Sec. power,Def. hub height,Edit date
,,,,,wind speed at 10m,,,,,,,,,,,,,,,
,,,,,3,4,5,6,7,8,9,10,11,12,,,,,,
eno eno152-5.6 5600 152.0 !O!,5 600,308.6,152,,,,,,,,,,,,Yes,eno,eno152-5.6,,104,24.02.2021
NORDEX N117/3600 3600 116.8 !O!,3600,336,116.8,91,94,96,101.5,104.5,105,105,105,105,105,105,Yes,NORDEX,N117/3600,,91,25.04.2018
NORDEX N117/3600 3600 116.8 !O!,3600,336,116.8,106,94,96.4,101.9,104.5,105,105,105,105,105,105,Yes,NORDEX,N117/3600,,91,25.04.2018
NORDEX N117/3600 3600 116.8 !O!,3600,336,116.8,114,94,96.5,102.1,104.5,105,105,105,105,105,105,Yes,NORDEX,N117/3600,,91,25.04.2018
NORDEX N117/3600 3600 116.8 !O!,3600,336,116.8,120,94,96.6,102.3,104.5,105,105,105,105,105,105,Yes,NORDEX,N117/3600,,91,25.04.2018
NORDEX N117/3600 3600 116.8 !O!,3600,336,116.8,141,94,97,102.7,104.5,105,105,105,105,105,105,Yes,NORDEX,N117/3600,,91,25.04.2018
NORDEX N131/3900 3900 131.0 !O!,3900,289.4,131,84,97,97.5,101.8,105.7,107.7,107.7,107.7,107.7,107.7,107.7,Yes,NORDEX,N131/3900,,84,15.10.2018
NORDEX N131/3900 3900 131.0 !O!,3900,289.4,131,114,97,97.5,102.7,106.5,107.7,107.7,107.7,107.7,107.7,107.7,Yes,NORDEX,N131/3900,,84,15.10.2018
NORDEX N131/3900 3900 131.0 !O!,3900,289.4,131,120,97,97.5,102.8,106.7,107.7,107.7,107.7,107.7,107.7,107.7,Yes,NORDEX,N131/3900,,84,15.10.2018
NORDEX N131/3900 3900 131.0 !O!,3900,289.4,131,134,97,97.5,103.1,107,107.7,107.7,107.7,107.7,107.7,107.7,Yes,NORDEX,N131/3900,,84,15.10.2018
NORDEX N131/3600 3600 131.0 !O!,3600,267.1,131,84,95.5,96,101.8,105.7,106.4,106.4,106.4,106.4,106.4,106.4,Yes,NORDEX,N131/3600,,106,25.04.2018
NORDEX N131/3600 3600 131.0 !O!,3600,267.1,131,106,95.5,96.3,102.5,106.1,106.4,106.4,106.4,106.4,106.4,106.4,Yes,NORDEX,N131/3600,,106,25.04.2018
NORDEX N131/3600 3600 131.0 !O!,3600,267.1,131,112,95.5,96.4,102.6,106.2,106.4,106.4,106.4,106.4,106.4,106.4,Yes,NORDEX,N131/3600,,106,25.04.2018
NORDEX N131/3600 3600 131.0 !O!,3600,267.1,131,114,95.5,96.4,102.7,106.2,106.4,106.4,106.4,106.4,106.4,106.4,Yes,NORDEX,N131/3600,,106,25.04.2018
NORDEX N131/3600 3600 131.0 !O!,3600,267.1,131,120,95.5,96.5,102.8,106.3,106.4,106.4,106.4,106.4,106.4,106.4,Yes,NORDEX,N131/3600,,106,25.04.2018
NORDEX N131/3600 3600 131.0 !O!,3600,267.1,131,134,95.5,96.7,103.1,106.4,106.4,106.4,106.4,106.4,106.4,106.4,Yes,NORDEX,N131/3600,,106,25.04.2018
NORDEX N131/3300 DE 3300 131.0 !-!,3 300,244.8,131,,,,,,,,,,,,No,NORDEX,N131/3300 DE,,134,31.10.2016
eno eno160-5.4 5400 160.0 !O!,5400,268.6,160,100,96.5,100.7,105.5,107.8,108.1,108.1,108.1,108.1,,,Yes,eno,eno160-5.4,,100,14.04.2021
eno eno160-5.4 5400 160.0 !O!,5400,268.6,160,120,97,101.2,105.9,107.9,108.1,108.1,108.1,108.1,,,Yes,eno,eno160-5.4,,100,14.04.2021
eno eno160-5.4 5400 160.0 !O!,5400,268.6,160,150,97.6,101.8,106.4,108.1,108.1,108.1,108.1,108.1,,,Yes,eno,eno160-5.4,,100,14.04.2021
eno eno160-5.4 5400 160.0 !O!,5400,268.6,160,165,97.8,102.1,106.6,108.1,108.1,108.1,108.1,108.1,,,Yes,eno,eno160-5.4,,100,14.04.2021
eno eno160-6.0 6000 160.0 !O!,6000,298.4,160,100,96.5,100.7,105.5,107.8,108.1,108.1,108.1,108.1,,,Yes,eno,eno160-6.0,,100,22.02.2021
eno eno160-6.0 6000 160.0 !O!,6000,298.4,160,120,97,101.2,105.9,107.9,108.1,108.1,108.1,108.1,,,Yes,eno,eno160-6.0,,100,22.02.2021
eno eno160-6.0 6000 160.0 !O!,6000,298.4,160,150,97.6,101.8,106.4,108.1,108.1,108.1,108.1,108.1,,,Yes,eno,eno160-6.0,,100,22.02.2021
eno eno160-6.0 6000 160.0 !O!,6000,298.4,160,165,97.8,102.1,106.6,108.1,108.1,108.1,108.1,108.1,,,Yes,eno,eno160-6.0,,100,22.02.2021
NORDEX N117/3000 3000 116.8 !O!,3000,280,116.8,91,94,97,101.5,103.5,104.5,105,105,105,,,Yes,NORDEX,N117/3000,,91,01.11.2016
NORDEX N117/3000 3000 116.8 !O!,3000,280,116.8,120,94.1,97.3,102.3,103.6,104.6,105,105,105,,,Yes,NORDEX,N117/3000,,91,01.11.2016
NORDEX N117/3000 3000 116.8 !O!,3000,280,116.8,140.6,94.2,97.4,102.7,103.7,104.7,105,105,105,,,Yes,NORDEX,N117/3000,,91,01.11.2016
NORDEX N131/3000 3000 131.0 !O!,3000,222.6,131,99,95,98,103,104,104.5,104.5,104.5,104.5,,,Yes,NORDEX,N131/3000,,99,21.06.2017
NORDEX N131/3000 3000 131.0 !O!,3000,222.6,131,114,95.1,98.4,103.1,104.1,104.5,104.5,104.5,104.5,,,Yes,NORDEX,N131/3000,,99,21.06.2017
NORDEX N131/3000 3000 131.0 !O!,3000,222.6,131,134,95.1,98.8,103.3,104.2,104.5,104.5,104.5,104.5,,,Yes,NORDEX,N131/3000,,99,21.06.2017
NORDEX N131/3000 3000 131.0 !O!,3000,222.6,131,144,95.2,99,103.3,104.2,104.5,104.5,104.5,104.5,,,Yes,NORDEX,N131/3000,,99,21.06.2017
eno eno114-4.8 4800 114.9 !O!,4 800,462.9,114.9,,,,,,,,,,,,Yes,eno,eno114-4.8,,92,22.02.2021
eno eno126-4.0 4000 126.0 !O!,4 000,320.8,126,,,,,,,,,,,,Yes,eno,eno126-4.0,,137,18.02.2021
eno eno126-4.8 4800 126.0 !O!,4 800,385,126,,,,,,,,,,,,Yes,eno,eno126-4.8,,137,22.02.2021
NORDEX N100/3300 3300 99.8 !O!,3300,421.9,99.8,75,93,95,98,102,103.2,104,104.5,104.5,104.5,,Yes,NORDEX,N100/3300,,100,01.11.2016
NORDEX N100/3300 3300 99.8 !O!,3300,421.9,99.8,100,93.1,95.2,98.7,102.8,103.4,104.2,104.5,104.5,104.5,,Yes,NORDEX,N100/3300,,100,01.11.2016
eno eno 114 3.5 3500 114.9 !O!,3500,337.5,114.9,92,92,97.1,100.3,102.2,103,103,103,103,,,Yes,eno,eno 114 3.5,,92,18.02.2021
eno eno 114 3.5 3500 114.9 !O!,3500,337.5,114.9,127.5,92.6,98,100.8,102.7,103,103,103,103,,,Yes,eno,eno 114 3.5,,92,18.02.2021
eno eno 114 3.5 3500 114.9 !O!,3500,337.5,114.9,142,93.2,98.7,101.4,103,103,103,103,103,,,Yes,eno,eno 114 3.5,,92,18.02.2021
eno eno 126 3.5 3500 126.0 !O!,3500,280.7,126,,,,,,,,,,,,Yes,eno,eno 126 3.5,,137,18.02.2021
eno eno114-4.0 4000 114.9 !O!,4 000,385.8,114.9,,,,,,,,,,,,Yes,eno,eno114-4.0,,92,18.02.2021
ENERCON E-115 EP3 E3 2990 115.7 !O!,2990,284.4,115.7,66.9,83.5,91.8,96.7,100.7,103.1,103.9,103.9,103.9,103.9,103.9,Yes,ENERCON,E-115 EP3 E3,,66.9,03.09.2020
ENERCON E-115 EP3 E3 2990 115.7 !O!,2990,284.4,115.7,86.7,84.7,92.6,97.5,101.6,103.4,103.9,103.9,103.9,103.9,103.9,Yes,ENERCON,E-115 EP3 E3,,66.9,03.09.2020
ENERCON E-115 EP3 E3 2990 115.7 !O!,2990,284.4,115.7,92,85,92.7,97.7,101.7,103.4,103.9,103.9,103.9,103.9,103.9,Yes,ENERCON,E-115 EP3 E3,,66.9,03.09.2020
ENERCON E-115 EP3 E3 2990 115.7 !O!,2990,284.4,115.7,122,86.2,93.6,98.5,102.4,103.6,103.9,103.9,103.9,103.9,103.9,Yes,ENERCON,E-115 EP3 E3,,66.9,03.09.2020
ENERCON E-115 EP3 E3 2990 115.7 !O!,2990,284.4,115.7,135,86.7,93.8,98.8,102.6,103.7,103.9,103.9,103.9,103.9,103.9,Yes,ENERCON,E-115 EP3 E3,,66.9,03.09.2020
ENERCON E-115 EP3 E3 2990 115.7 !O!,2990,284.4,115.7,149,87.1,94.1,99,102.8,103.7,103.9,103.9,103.9,103.9,103.9,Yes,ENERCON,E-115 EP3 E3,,66.9,03.09.2020
ENERCON E-138 EP3 E2 4200 138.3 !O!,4200,279.6,138.3,80.3,92.3,98.9,102.9,103.8,104.8,105.5,106,106,106,106,Yes,ENERCON,E-138 EP3 E2,,80.3,11.07.2022
ENERCON E-138 EP3 E2 4200 138.3 !O!,4200,279.6,138.3,95.5,92.9,99.4,103,103.9,104.9,105.7,106,106,106,106,Yes,ENERCON,E-138 EP3 E2,,80.3,11.07.2022
ENERCON E-138 EP3 E2 4200 138.3 !O!,4200,279.6,138.3,110.1,93.4,99.8,103.1,104.1,105,105.8,106,106,106,106,Yes,ENERCON,E-138 EP3 E2,,80.3,11.07.2022
ENERCON E-138 EP3 E2 4200 138.3 !O!,4200,279.6,138.3,130.1,93.9,100.3,103.2,104.2,105.2,105.9,106,106,106,106,Yes,ENERCON,E-138 EP3 E2,,80.3,11.07.2022
GE WIND ENERGY 6.0-164 GT135 6000 164.0 !O!,6000,284,164,166,94,99.6,104,106.7,107,107,107,107,107,107,Yes,GE WIND ENERGY,6.0-164 GT135,,167,22.12.2021
GE WIND ENERGY 6.0-164 GT135 6000 164.0 !O!,6000,284,164,167,94,99.6,104,106.7,107,107,107,107,107,107,Yes,GE WIND ENERGY,6.0-164 GT135,,167,22.12.2021
Siemens Gamesa SG 5.0-145 MkII 5000 145.0 !O!,5000,302.8,145,79.5,95.1,97.4,102.6,105.9,106.3,106.3,106.3,106.3,106.3,106.3,Yes,Siemens Gamesa,SG 5.0-145 MkII,,127.5,09.03.2022
Siemens Gamesa SG 5.0-145 MkII 5000 145.0 !O!,5000,302.8,145,90,95.1,97.8,102.9,106,106.3,106.3,106.3,106.3,106.3,106.3,Yes,Siemens Gamesa,SG 5.0-145 MkII,,127.5,09.03.2022
Siemens Gamesa SG 5.0-145 MkII 5000 145.0 !O!,5000,302.8,145,102.5,95.1,98.2,103.3,106.1,106.3,106.3,106.3,106.3,106.3,106.3,Yes,Siemens Gamesa,SG 5.0-145 MkII,,127.5,09.03.2022
Siemens Gamesa SG 5.0-145 MkII 5000 145.0 !O!,5000,302.8,145,127.5,95.1,98.9,103.9,106.3,106.3,106.3,106.3,106.3,106.3,106.3,Yes,Siemens Gamesa,SG 5.0-145 MkII,,127.5,09.03.2022
Siemens Gamesa SG 6.0-155 6600 155.0 !O!,6600,349.8,155,102.5,92.9,97.8,102.7,105,105,105,,,,,Yes,Siemens Gamesa,SG 6.0-155,,122.5,24.08.2021
Siemens Gamesa SG 6.0-155 6600 155.0 !O!,6600,349.8,155,122.5,93.2,98.3,103.2,105,105,105,,,,,Yes,Siemens Gamesa,SG 6.0-155,,122.5,24.08.2021
Siemens Gamesa SG 6.0-155 6600 155.0 !O!,6600,349.8,155,165,93.6,99.1,104,105,105,105,,,,,Yes,Siemens Gamesa,SG 6.0-155,,122.5,24.08.2021
ENRONWIND EW 1.5s 1500 70.5 !O!,1 500,384.3,70.5,,,,,,,,,,,,No,ENRONWIND,EW 1.5s,,85,10.03.2004
NORDEX N117/2400 2400 116.8 !O!,2400,224,116.8,91,97,100,104,104.5,105,105,105,105,105,105,Yes,NORDEX,N117/2400,,91,28.10.2016
NORDEX N117/2400 2400 116.8 !O!,2400,224,116.8,120,97.2,100.8,104.1,104.6,105,105,105,105,105,105,Yes,NORDEX,N117/2400,,91,28.10.2016
NORDEX N117/2400 2400 116.8 !O!,2400,224,116.8,141,97.3,101.2,104.1,104.7,105,105,105,105,105,105,Yes,NORDEX,N117/2400,,91,28.10.2016
Siemens Gamesa SG 5.0-132 MkII 5000 132.0 !O!,5 000,365.4,132,,,,,,,,,,,,Yes,Siemens Gamesa,SG 5.0-132 MkII,,84,24.08.2021
Siemens Gamesa SG 6.6-170 6600 170.0 !O!,6 600,290.8,170,,,,,,,,,,,,Yes,Siemens Gamesa,SG 6.6-170,,115,09.03.2022
ENERCON E-115 EP3 E3 4200 115.7 !O!,4200,399.5,115.7,66.9,83.5,91.8,96.7,100.7,103.1,103.8,104.6,104.8,104.8,104.8,Yes,ENERCON,E-115 EP3 E3,,66.9,26.08.2022
ENERCON E-115 EP3 E3 4200 115.7 !O!,4200,399.5,115.7,92,85,92.7,97.7,101.7,103.4,104.1,104.8,104.8,104.8,104.8,Yes,ENERCON,E-115 EP3 E3,,66.9,26.08.2022
ENERCON E-115 EP3 E3 4200 115.7 !O!,4200,399.5,115.7,121.9,86.2,93.6,98.5,102.4,103.6,104.3,104.8,104.8,104.8,104.8,Yes,ENERCON,E-115 EP3 E3,,66.9,26.08.2022
ENERCON E-115 EP3 E3 4200 115.7 !O!,4200,399.5,115.7,135,86.7,93.8,98.8,102.6,103.7,104.4,104.8,104.8,104.8,104.8,Yes,ENERCON,E-115 EP3 E3,,66.9,26.08.2022
ENERCON E-115 EP3 E3 4200 115.7 !O!,4200,399.5,115.7,149,87.1,94.1,99,102.8,103.7,104.5,104.8,104.8,104.8,104.8,Yes,ENERCON,E-115 EP3 E3,,66.9,26.08.2022
GE WIND ENERGY 3.2-130 3230 130.0 !-!,3 230,243.3,130,,,,,,,,,,,,Yes,GE WIND ENERGY,3.2-130,,134,29.07.2016
Siemens Gamesa SG 6.0-170 6200 170.0 !O!,6200,273.2,170,115,93,97.8,102.7,105.7,106,106,,,,,Yes,Siemens Gamesa,SG 6.0-170,,115,24.08.2021
Siemens Gamesa SG 6.0-170 6200 170.0 !O!,6200,273.2,170,165,93.5,98.8,103.7,106,106,106,,,,,Yes,Siemens Gamesa,SG 6.0-170,,115,24.08.2021
eno eno100-2.5 2500 100.5 !O!,2 500,315.2,100.5,,,,,,,,,,,,Yes,eno,eno100-2.5,,99,18.02.2021
ENERCON E-126 EP3 4000 126.7 !O!,4000,317.3,126.7,86,88.1,93.6,99.3,103.4,105.2,105.9,106.1,106.1,106.1,106.1,Yes,ENERCON,E-126 EP3,,135,20.07.2021
ENERCON E-126 EP3 4000 126.7 !O!,4000,317.3,126.7,99,88.3,94.2,99.7,103.8,105.3,106.1,106.1,106.1,106.1,106.1,Yes,ENERCON,E-126 EP3,,135,20.07.2021
ENERCON E-126 EP3 4000 126.7 !O!,4000,317.3,126.7,116,88.5,94.8,100.2,104.2,105.4,106.1,106.1,106.1,106.1,106.1,Yes,ENERCON,E-126 EP3,,135,20.07.2021
ENERCON E-126 EP3 4000 126.7 !O!,4000,317.3,126.7,135,88.7,95.3,100.7,104.5,105.6,106.1,106.1,106.1,106.1,106.1,Yes,ENERCON,E-126 EP3,,135,20.07.2021
ENERCON E-126 EP3 4000 127.0 !O!,4 000,315.8,127,,,,,,,,,,,,No,ENERCON,E-126 EP3,,135,20.07.2021
NEG MICON NM64C/1500 1500-400 64.0 !O!,1 500,466.3,64,,,,,,,,,,,,No,NEG MICON,NM64C/1500,400,60,17.06.2014
ENERCON E-126 EP3 3500 126.7 !O!,3 500,277.6,126.7,,,,,,,,,,,,Yes,ENERCON,E-126 EP3,,135,20.07.2021
ENERCON E-126 EP3 3500 127.0 !O!,3 500,276.3,127,,,,,,,,,,,,No,ENERCON,E-126 EP3,,135,20.07.2021
ENERCON E-138 EP3 3500 138.3 !O!,3 500,233,138.3,,,,,,,,,,,,Yes,ENERCON,E-138 EP3,,110,21.01.2020
ENERCON E-138 EP3 3500 138.6 !O!,3 500,232,138.6,,,,,,,,,,,,No,ENERCON,E-138 EP3,,111,22.07.2021
VESTAS V117-3.6 3600 117.0 !O!,3600,334.8,117,80,94.1,98,102.9,107,109.3,109.6,109.6,109.6,109.6,109.6,Yes,VESTAS,V117-3.6,,116.5,27.08.2018
VESTAS V117-3.6 3600 117.0 !O!,3600,334.8,117,91.5,94.3,98.4,103.3,107.4,109.5,109.6,109.6,109.6,109.6,109.6,Yes,VESTAS,V117-3.6,,116.5,27.08.2018
VESTAS V117-3.6 3600 117.0 !O!,3600,334.8,117,116.5,94.6,99.1,104,108.1,109.6,109.6,109.6,109.6,109.6,109.6,Yes,VESTAS,V117-3.6,,116.5,27.08.2018
VESTAS V126-3.6 HTq 3600 126.0 !O!,3 600,288.7,126,,,,,,,,,,,,Yes,VESTAS,V126-3.6 HTq,,137,24.08.2018
eno eno 100 2.2 2200 100.5 !O!,2 200,277.3,100.5,,,,,,,,,,,,Yes,eno,eno 100 2.2,,99,18.02.2021
ENERCON E-126 EP3 3000 126.7 !O!,3000,237.9,126.7,86,88.1,93.6,99.3,103.4,104.9,104.9,104.9,104.9,104.9,104.9,Yes,ENERCON,E-126 EP3,,135.3,20.07.2021
ENERCON E-126 EP3 3000 126.7 !O!,3000,237.9,126.7,96,88.3,94.2,99.7,103.8,104.8,104.9,104.9,104.9,104.9,104.9,Yes,ENERCON,E-126 EP3,,135.3,20.07.2021
ENERCON E-126 EP3 3000 126.7 !O!,3000,237.9,126.7,116,88.5,94.8,100.2,104.2,104.9,104.9,104.9,104.9,104.9,104.9,Yes,ENERCON,E-126 EP3,,135.3,20.07.2021
ENERCON E-126 EP3 3000 126.7 !O!,3000,237.9,126.7,134.3,88.7,95.3,100.7,104.5,104.9,104.9,104.9,104.9,104.9,104.9,Yes,ENERCON,E-126 EP3,,135.3,20.07.2021
ENERCON E-126 EP3 3000 126.7 !O!,3000,237.9,126.7,135.3,88.7,95.3,100.7,104.5,104.9,104.9,104.9,104.9,104.9,104.9,Yes,ENERCON,E-126 EP3,,135.3,20.07.2021
ENERCON E-126 EP4 4200 127.0 !O!,4 200,331.6,127,,,,,,,,,,,,No,ENERCON,E-126 EP4,,135,13.01.2021
ENERCON E-126 EP4 4200 127.0 !O!,4 200,331.6,127,,,,,,,,,,,,No,ENERCON,E-126 EP4,,135,22.07.2019
ENERCON E-126 EP4 TES 4200 127.0 !O!,4 200,331.6,127,,,,,,,,,,,,No,ENERCON,E-126 EP4 TES,,135,03.10.2016
ENERCON E-103 EP2 2350 103.0 !-!,2350,282,103,84.6,90.5,95.9,100.8,103.3,104.3,105,105,105,105,105,Yes,ENERCON,E-103 EP2,,98,16.06.2017
ENERCON E-103 EP2 2350 103.0 !-!,2350,282,103,98,91,96.3,101.1,103.5,104.4,105,105,105,105,105,Yes,ENERCON,E-103 EP2,,98,16.06.2017
ENERCON E-103 EP2 2350 103.0 !-!,2350,282,103,108.4,91.3,96.6,101.3,103.6,104.5,105,105,105,105,105,Yes,ENERCON,E-103 EP2,,98,16.06.2017
ENERCON E-103 EP2 2350 103.0 !-!,2350,282,103,125.3,91.7,97,101.6,103.7,104.6,105,105,105,105,105,Yes,ENERCON,E-103 EP2,,98,16.06.2017
ENERCON E-103 EP2 2350 103.0 !-!,2350,282,103,138.4,92,97.3,101.8,103.8,104.7,105,105,105,105,105,Yes,ENERCON,E-103 EP2,,98,16.06.2017
ENERCON E-115 E2 3200 115.7 !O!,3200,304.4,115.7,92.1,91,96.7,101.3,103.5,104.7,105.5,105.5,105.5,105.5,105.5,Yes,ENERCON,E-115 E2,,135.5,24.01.2018
ENERCON E-115 E2 3200 115.7 !O!,3200,304.4,115.7,122.1,91.6,97.6,101.8,104,105.3,105.5,105.5,105.5,105.5,105.5,Yes,ENERCON,E-115 E2,,135.5,24.01.2018
ENERCON E-115 E2 3200 115.7 !O!,3200,304.4,115.7,135.5,91.9,97.9,102,104.2,105.5,105.5,105.5,105.5,105.5,105.5,Yes,ENERCON,E-115 E2,,135.5,24.01.2018
ENERCON E-115 E2 3200 115.7 !O!,3200,304.4,115.7,149.1,92.2,98.1,102.2,104.2,105.5,105.5,105.5,105.5,105.5,105.5,Yes,ENERCON,E-115 E2,,135.5,24.01.2018
ENERCON E-115 EP2 3200 115.7 !O!,3 200,304.4,115.7,,,,,,,,,,,,No,ENERCON,E-115 EP2,,135.5,24.01.2018
ENERCON E-126 EP3 3000 127.0 !O!,3 000,236.8,127,,,,,,,,,,,,No,ENERCON,E-126 EP3,,135,20.07.2021
ENERCON E-136 EP5 4650 136.3 !O!,4650,318.7,136.3,109.3,90.1,97.5,102.9,105.9,107.1,107.2,107.2,107.2,107.2,107.2,Yes,ENERCON,E-136 EP5,,109.3,19.01.2021
ENERCON E-136 EP5 4650 136.3 !O!,4650,318.7,136.3,120.8,90.5,97.8,103.2,106,107.2,107.2,107.2,107.2,107.2,107.2,Yes,ENERCON,E-136 EP5,,109.3,19.01.2021
ENERCON E-136 EP5 4650 136.3 !O!,4650,318.7,136.3,131.7,90.8,98.1,103.6,106,107.2,107.2,107.2,107.2,107.2,107.2,Yes,ENERCON,E-136 EP5,,109.3,19.01.2021
ENERCON E-136 EP5 4650 136.3 !O!,4650,318.7,136.3,155.2,91.4,98.7,104.1,106.2,107.2,107.2,107.2,107.2,107.2,107.2,Yes,ENERCON,E-136 EP5,,109.3,19.01.2021
ENERCON E-141 EP4 4200 141.0 !-!,4 200,269,141,,,,,,,,,,,,No,ENERCON,E-141 EP4,,129,13.01.2021
ENERCON E-141 EP4 4200 141.0 !-!,4 200,269,141,,,,,,,,,,,,No,ENERCON,E-141 EP4,,129,22.07.2019
ENERCON E-147 EP5  4.3MW 4300 147.0 !O!,4 300,253.4,147,,,,,,,,,,,,No,ENERCON,E-147 EP5  4.3MW,,126.4,13.01.2021
ENERCON E-147 EP5  4.3MW 4300 147.0 !O!,4300,253.4,147,126.3,92.5,99.3,104.8,106.5,106.6,106.6,106.6,106.6,106.6,106.6,Yes,ENERCON,E-147 EP5  4.3MW,,126.3,04.02.2021
ENERCON E-147 EP5  4.3MW 4300 147.0 !O!,4300,253.4,147,155.1,93.2,99.8,105.4,106.6,106.6,106.6,106.6,106.6,106.6,106.6,Yes,ENERCON,E-147 EP5  4.3MW,,126.3,04.02.2021
ENERCON E-147 EP5 E2 5000 147.0 !O!,5 000,294.6,147,,,,,,,,,,,,No,ENERCON,E-147 EP5 E2,,126,13.01.2021
ENERCON E-147 EP5 E2 5000 147.0 !O!,5000,294.6,147,126.3,93.1,99,103.8,105,105.8,106.1,106.4,106.4,106.4,106.4,Yes,ENERCON,E-147 EP5 E2,,126.3,04.02.2021
ENERCON E-147 EP5 E2 5000 147.0 !O!,5000,294.6,147,155.1,93.6,99.5,104.2,105.2,105.8,106.3,106.4,106.4,106.4,106.4,Yes,ENERCON,E-147 EP5 E2,,126.3,04.02.2021
ENERCON E-160 EP5 4600 160.0 !O!,4 600,228.8,160,,,,,,,,,,,,No,ENERCON,E-160 EP5,,120,13.01.2021
ENERCON E-160 EP5 4600 160.0 !O!,4600,228.8,160,119.9,92.6,100.1,104.6,105.8,106,106.2,106.2,106.2,106.2,106.2,Yes,ENERCON,E-160 EP5,,119.9,14.12.2020
ENERCON E-160 EP5 4600 160.0 !O!,4600,228.8,160,166.6,93.6,101.1,105,105.9,106.1,106.2,106.2,106.2,106.2,106.2,Yes,ENERCON,E-160 EP5,,119.9,14.12.2020
ENERCON E-160 EP5 E2 5500 160.0 !O!,5500,273.5,160,119.9,94,100.7,105.4,106.8,106.8,106.8,106.8,106.8,106.8,106.8,Yes,ENERCON,E-160 EP5 E2,,119.9,11.07.2022
ENERCON E-160 EP5 E2 5500 160.0 !O!,5500,273.5,160,140,94.5,101.2,105.9,106.8,106.8,106.8,106.8,106.8,106.8,106.8,Yes,ENERCON,E-160 EP5 E2,,119.9,11.07.2022
ENERCON E-160 EP5 E2 5500 160.0 !O!,5500,273.5,160,166.6,95,101.6,106.2,106.8,106.8,106.8,106.8,106.8,106.8,106.8,Yes,ENERCON,E-160 EP5 E2,,119.9,11.07.2022
ENERCON E-160 EP5 E3 5560 160.0 !O!,5560,276.5,160,99,94.8,99.8,104.3,106.8,106.8,106.8,106.8,106.8,106.8,106.8,Yes,ENERCON,E-160 EP5 E3,,99,19.04.2022
ENERCON E-160 EP5 E3 5560 160.0 !O!,5560,276.5,160,119.8,95.1,100.3,104.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,Yes,ENERCON,E-160 EP5 E3,,99,19.04.2022
ENERCON E-160 EP5 E3 5560 160.0 !O!,5560,276.5,160,166.6,95.6,101.1,105.7,106.8,106.8,106.8,106.8,106.8,106.8,106.8,Yes,ENERCON,E-160 EP5 E3,,99,19.04.2022
ENERCON E-30/2.30 200 30.0 !O!,200,282.9,30,,,,,,,,,,,,No,ENERCON,E-30/2.30,,50,15.08.2003
GAMESA G114 2100 114.0 !O!,2100,205.7,114,80,95.8,96.3,101.4,105.6,106.6,106.6,106.6,106.6,,,Yes,GAMESA,G114,,80,10.11.2016
GAMESA G114 2100 114.0 !O!,2100,205.7,114,93,95.8,96.8,101.9,106.2,106.6,106.6,106.6,106.6,,,Yes,GAMESA,G114,,80,10.11.2016
GAMESA G114 2100 114.0 !O!,2100,205.7,114,120,95.8,97.8,102.8,106.6,106.6,106.6,106.6,106.6,,,Yes,GAMESA,G114,,80,10.11.2016
GAMESA G114 2100 114.0 !O!,2100,205.7,114,125,95.8,98,103,106.6,106.6,106.6,106.6,106.6,,,Yes,GAMESA,G114,,80,10.11.2016
GAMESA G114 2500 114.0 !O!,2500,244.9,114,68,95.1,96.3,101.6,105.8,106,106,106,106,,,Yes,GAMESA,G114,,93,10.11.2016
GAMESA G114 2500 114.0 !O!,2500,244.9,114,80,95.1,96.9,102.2,106,106,106,106,106,,,Yes,GAMESA,G114,,93,10.11.2016
GAMESA G114 2500 114.0 !O!,2500,244.9,114,93,95.1,97.5,102.8,106,106,106,106,106,,,Yes,GAMESA,G114,,93,10.11.2016
GAMESA G114 2500 114.0 !O!,2500,244.9,114,125,95.1,98.6,103.8,106,106,106,106,106,,,Yes,GAMESA,G114,,93,10.11.2016
GE WIND ENERGY 6.0-164 6000 164.0 !O!,6000,284,164,167,94.9,99.6,104,106.7,107,107,107,107,,,Yes,GE WIND ENERGY,6.0-164,,167,09.03.2022
VENSYS 121 2500 121.5 !O!,2 500,215.6,121.5,,,,,,,,,,,,Yes,VENSYS,121,,90,09.12.2020
ENERCON E-101 3050 101.0 !-!,3050,380.7,101,99,,,98.9,102,104.1,105.2,105.5,105.5,,,Yes,ENERCON,E-101,,99,12.03.2018
ENERCON E-101 3050 101.0 !-!,3050,380.7,101,124.5,,,99.4,102.5,104.4,105.3,105.5,105.5,,,Yes,ENERCON,E-101,,99,12.03.2018
ENERCON E-101 3050 101.0 !-!,3050,380.7,101,135.4,,,99.4,102.6,104.4,105.3,105.5,105.5,,,Yes,ENERCON,E-101,,99,12.03.2018
ENERCON E-101 3050 101.0 !-!,3050,380.7,101,149,,,99.9,102.8,104.6,105.3,105.5,105.5,,,Yes,ENERCON,E-101,,99,12.03.2018
ENERCON E-115 3000 115.7 !O!,3 000,285.3,115.7,,,,,,,,,,,,No,ENERCON,E-115,,135.4,16.12.2015
